compte_courant,historique_credit,epargne,anciennete_emploi,patrimoine,logement,autres_credits,objet_credit,situation_familiale,age,montant_credit,duree_mois,taux_effort,anciennete_logement,nb_credits_en_cours,personnes_a_charge,defaut
0 a 200 euros,tous rembourses,100 a 500 euros,1 a 4 ans,assurance vie,loge gratuitement,aucun,voiture occasion,celibataire,25,5480,7,4,1,2,0,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,celibataire,27,3974,22,3,4,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,23,2804,30,3,3,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,43,7283,49,4,4,1,1,0
solde negatif,defauts passes,moins de 100 euros,1 a 4 ans,voiture,locataire,aucun,voiture neuve,celibataire,25,3303,14,4,2,2,0,1
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,assurance vie,proprietaire,credit dans une autre banque,equipement maison,celibataire,56,6245,12,4,4,3,0,1
pas de compte,aucun credit,500 a 1000 euros,1 a 4 ans,aucun,loge gratuitement,credit dans une autre banque,voiture occasion,veuf,39,3778,29,3,3,1,2,1
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,aucun,proprietaire,aucun,tv hifi,divorce,23,648,28,2,3,1,1,0
solde negatif,aucun credit,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,voiture occasion,celibataire,41,6245,29,4,3,2,0,0
solde negatif,credits en cours ok,500 a 1000 euros,1 a 4 ans,voiture,proprietaire,aucun,etudes,celibataire,53,2690,50,4,4,1,0,0
0 a 200 euros,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,etudes,celibataire,33,2351,19,4,3,2,2,0
0 a 200 euros,credits en cours ok,pas d epargne,plus de 7 ans,aucun,proprietaire,aucun,voiture neuve,marie,55,2989,55,1,2,2,1,1
pas de compte,credits en cours ok,pas d epargne,moins de 1 an,assurance vie,proprietaire,aucun,tv hifi,celibataire,40,1904,15,3,2,2,2,0
pas de compte,tous rembourses,pas d epargne,4 a 7 ans,aucun,loge gratuitement,credit dans un magasin,voiture neuve,marie,28,2874,12,3,4,1,0,0
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,voiture,loge gratuitement,credit dans un magasin,equipement maison,marie,66,1594,12,4,3,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,locataire,aucun,tv hifi,divorce,21,6109,11,4,1,2,1,1
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,30,2249,51,3,2,1,0,0
solde negatif,credits en cours ok,plus de 1000 euros,1 a 4 ans,aucun,proprietaire,aucun,tv hifi,divorce,33,1853,36,1,3,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,4 a 7 ans,aucun,proprietaire,aucun,voiture occasion,marie,62,1254,48,4,4,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,locataire,aucun,equipement maison,celibataire,43,2962,5,1,1,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,voiture neuve,celibataire,41,2793,8,4,2,1,1,1
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,assurance vie,loge gratuitement,aucun,tv hifi,celibataire,26,3228,15,4,4,2,1,1
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,proprietaire,credit dans une autre banque,equipement maison,celibataire,33,1165,14,3,4,1,2,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,28,771,21,3,2,1,1,0
pas de compte,tous rembourses,100 a 500 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture occasion,marie,40,3829,19,4,4,1,0,0
pas de compte,aucun credit,moins de 100 euros,4 a 7 ans,voiture,proprietaire,credit dans un magasin,voiture occasion,marie,50,7108,9,2,3,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,4 a 7 ans,assurance vie,locataire,aucun,equipement maison,veuf,71,1166,13,2,3,2,1,1
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,celibataire,29,7665,16,4,4,2,0,1
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,immobilier,proprietaire,aucun,equipement maison,veuf,20,2994,9,4,4,1,0,0
0 a 200 euros,credits en cours ok,pas d epargne,1 a 4 ans,assurance vie,locataire,aucun,electromenager,celibataire,30,2428,17,4,2,2,0,1
0 a 200 euros,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,etudes,marie,47,1833,9,2,2,1,0,1
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans une autre banque,tv hifi,celibataire,25,901,17,2,2,3,1,0
0 a 200 euros,defauts passes,pas d epargne,1 a 4 ans,immobilier,proprietaire,aucun,equipement maison,celibataire,34,4970,10,1,1,1,0,0
solde negatif,tous rembourses,100 a 500 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture neuve,divorce,41,1396,31,2,1,1,0,0
pas de compte,credits en cours ok,plus de 1000 euros,sans emploi,voiture,proprietaire,aucun,etudes,celibataire,29,1392,24,4,2,1,2,0
pas de compte,credits en cours ok,100 a 500 euros,plus de 7 ans,assurance vie,locataire,aucun,voiture neuve,marie,37,4985,23,2,4,2,1,0
pas de compte,credits en cours ok,100 a 500 euros,plus de 7 ans,assurance vie,locataire,aucun,business,marie,24,629,28,4,4,1,1,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,assurance vie,loge gratuitement,aucun,equipement maison,marie,51,815,24,2,3,2,1,0
solde negatif,credits en cours ok,plus de 1000 euros,4 a 7 ans,aucun,proprietaire,aucun,equipement maison,marie,31,2409,31,3,3,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,business,marie,36,3014,20,4,1,2,1,1
solde negatif,retards passes,plus de 1000 euros,moins de 1 an,assurance vie,loge gratuitement,aucun,voiture neuve,celibataire,19,3460,28,2,2,1,0,1
plus de 200 euros,credits en cours ok,plus de 1000 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,marie,23,1964,23,3,1,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,tv hifi,divorce,47,15091,23,2,4,1,0,0
solde negatif,tous rembourses,plus de 1000 euros,moins de 1 an,aucun,proprietaire,aucun,voiture neuve,celibataire,29,2071,7,1,2,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,loge gratuitement,aucun,equipement maison,celibataire,25,2067,10,3,4,3,0,0
solde negatif,tous rembourses,moins de 100 euros,4 a 7 ans,assurance vie,loge gratuitement,aucun,tv hifi,marie,20,1375,21,3,4,3,0,0
pas de compte,retards passes,moins de 100 euros,sans emploi,assurance vie,proprietaire,aucun,tv hifi,marie,51,2668,12,4,2,2,0,0
0 a 200 euros,retards passes,moins de 100 euros,4 a 7 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,43,3800,18,4,2,1,0,0
0 a 200 euros,tous rembourses,pas d epargne,1 a 4 ans,immobilier,locataire,aucun,business,celibataire,42,5806,13,4,4,1,1,0
solde negatif,retards passes,moins de 100 euros,moins de 1 an,voiture,loge gratuitement,aucun,voiture neuve,marie,57,835,14,1,4,1,2,0
0 a 200 euros,retards passes,plus de 1000 euros,moins de 1 an,immobilier,loge gratuitement,credit dans une autre banque,voiture occasion,celibataire,30,2044,19,4,4,1,2,1
0 a 200 euros,defauts passes,moins de 100 euros,1 a 4 ans,voiture,locataire,aucun,voiture occasion,marie,20,3366,16,1,2,1,2,1
0 a 200 euros,aucun credit,100 a 500 euros,1 a 4 ans,immobilier,proprietaire,credit dans une autre banque,voiture neuve,marie,35,3724,39,4,3,1,0,0
pas de compte,tous rembourses,500 a 1000 euros,plus de 7 ans,immobilier,locataire,credit dans une autre banque,voiture neuve,celibataire,61,2452,7,4,2,2,2,0
solde negatif,credits en cours ok,500 a 1000 euros,plus de 7 ans,aucun,proprietaire,aucun,autre,marie,35,3607,26,2,4,2,0,0
solde negatif,credits en cours ok,plus de 1000 euros,plus de 7 ans,immobilier,proprietaire,aucun,voiture occasion,veuf,49,1363,28,4,4,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,marie,21,7493,40,4,4,1,0,0
0 a 200 euros,tous rembourses,plus de 1000 euros,plus de 7 ans,voiture,locataire,aucun,voiture neuve,divorce,26,4988,19,4,2,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,marie,46,927,27,2,4,2,2,0
0 a 200 euros,credits en cours ok,pas d epargne,1 a 4 ans,aucun,loge gratuitement,aucun,reparations,marie,36,1125,38,4,2,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,sans emploi,immobilier,proprietaire,aucun,voiture occasion,celibataire,33,1149,13,4,1,1,1,0
pas de compte,retards passes,moins de 100 euros,sans emploi,aucun,proprietaire,aucun,voiture neuve,celibataire,49,3976,10,2,2,1,1,0
plus de 200 euros,tous rembourses,moins de 100 euros,4 a 7 ans,immobilier,locataire,aucun,voiture neuve,celibataire,46,968,20,4,4,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,1 a 4 ans,aucun,loge gratuitement,credit dans une autre banque,voiture neuve,marie,36,1923,16,1,4,2,1,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,credit dans une autre banque,voiture neuve,divorce,19,3386,27,1,1,2,1,1
0 a 200 euros,defauts passes,pas d epargne,4 a 7 ans,voiture,proprietaire,aucun,equipement maison,celibataire,34,2327,7,4,4,1,0,0
0 a 200 euros,retards passes,moins de 100 euros,1 a 4 ans,voiture,locataire,aucun,voiture neuve,marie,39,2941,37,4,2,1,0,1
solde negatif,aucun credit,moins de 100 euros,4 a 7 ans,aucun,locataire,credit dans une autre banque,tv hifi,marie,19,1133,22,4,2,2,0,1
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,voiture occasion,marie,39,3745,16,4,2,1,1,1
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,business,celibataire,50,1569,19,1,3,2,0,0
pas de compte,credits en cours ok,pas d epargne,plus de 7 ans,aucun,loge gratuitement,aucun,formation,marie,34,1932,32,2,3,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,celibataire,24,2896,25,4,3,2,0,0
0 a 200 euros,credits en cours ok,500 a 1000 euros,1 a 4 ans,assurance vie,proprietaire,aucun,equipement maison,celibataire,19,2629,18,2,4,1,0,0
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,equipement maison,veuf,39,2483,16,4,2,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,celibataire,19,1422,17,4,4,2,1,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,42,1967,26,1,2,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,locataire,aucun,equipement maison,divorce,60,2444,16,2,4,1,0,0
0 a 200 euros,credits en cours ok,100 a 500 euros,moins de 1 an,immobilier,proprietaire,aucun,reparations,celibataire,19,907,25,3,4,1,0,1
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,business,marie,26,1749,11,4,4,1,2,0
pas de compte,aucun credit,pas d epargne,1 a 4 ans,immobilier,locataire,aucun,equipement maison,celibataire,31,3226,12,4,3,2,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,61,973,18,4,4,2,0,0
solde negatif,credits en cours ok,pas d epargne,moins de 1 an,assurance vie,proprietaire,aucun,voiture neuve,celibataire,35,5612,16,3,1,2,1,0
pas de compte,aucun credit,moins de 100 euros,1 a 4 ans,voiture,loge gratuitement,aucun,voiture neuve,celibataire,29,6088,12,2,4,2,0,0
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,credit dans une autre banque,equipement maison,marie,47,996,9,1,1,1,1,1
pas de compte,credits en cours ok,pas d epargne,plus de 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,30,6487,11,3,2,1,0,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,etudes,marie,26,2201,42,1,3,2,1,1
solde negatif,tous rembourses,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,veuf,41,3299,12,2,4,1,0,1
solde negatif,credits en cours ok,500 a 1000 euros,1 a 4 ans,immobilier,proprietaire,credit dans un magasin,equipement maison,celibataire,49,1707,4,3,1,3,0,1
0 a 200 euros,retards passes,plus de 1000 euros,plus de 7 ans,assurance vie,proprietaire,aucun,tv hifi,marie,19,4744,19,3,4,2,0,0
pas de compte,credits en cours ok,pas d epargne,moins de 1 an,assurance vie,proprietaire,aucun,tv hifi,marie,26,3269,12,1,4,1,1,0
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,credit dans un magasin,equipement maison,divorce,36,1358,15,4,4,2,2,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,aucun,etudes,celibataire,32,1055,30,4,3,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,proprietaire,aucun,tv hifi,marie,34,853,16,1,4,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,sans emploi,aucun,locataire,credit dans un magasin,equipement maison,divorce,24,2794,15,4,2,2,1,1
pas de compte,credits en cours ok,500 a 1000 euros,1 a 4 ans,assurance vie,locataire,credit dans une autre banque,voiture neuve,celibataire,42,3686,13,1,3,2,2,0
plus de 200 euros,credits en cours ok,plus de 1000 euros,1 a 4 ans,immobilier,locataire,credit dans une autre banque,equipement maison,divorce,55,3900,16,4,4,1,1,1
pas de compte,tous rembourses,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,reparations,celibataire,26,2242,23,1,4,1,0,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,assurance vie,proprietaire,aucun,tv hifi,marie,42,1061,5,4,4,1,1,0
pas de compte,retards passes,moins de 100 euros,plus de 7 ans,aucun,proprietaire,aucun,reparations,divorce,47,1494,8,1,2,1,0,0
plus de 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,equipement maison,marie,36,5595,23,4,2,1,0,1
solde negatif,tous rembourses,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,42,1722,19,2,2,1,0,1
solde negatif,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,credit dans une autre banque,voiture neuve,celibataire,27,2706,13,4,3,1,2,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,aucun,locataire,aucun,voiture occasion,divorce,54,1125,24,3,2,2,2,0
0 a 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,assurance vie,loge gratuitement,aucun,tv hifi,marie,49,3110,15,1,2,1,1,0
pas de compte,tous rembourses,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,electromenager,celibataire,51,1755,30,4,4,1,2,0
0 a 200 euros,tous rembourses,500 a 1000 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture occasion,marie,22,5186,13,1,4,2,1,1
pas de compte,tous rembourses,pas d epargne,4 a 7 ans,voiture,proprietaire,credit dans une autre banque,equipement maison,marie,40,4260,10,4,4,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,proprietaire,aucun,equipement maison,celibataire,27,1708,63,1,4,2,0,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,locataire,aucun,equipement maison,celibataire,56,2228,27,3,1,1,0,0
solde negatif,credits en cours ok,pas d epargne,1 a 4 ans,aucun,locataire,aucun,voiture occasion,celibataire,26,1641,11,4,1,1,0,1
solde negatif,tous rembourses,pas d epargne,1 a 4 ans,aucun,locataire,aucun,voiture neuve,marie,37,878,15,3,4,1,0,1
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,aucun,proprietaire,aucun,voiture neuve,marie,19,1316,13,2,3,1,0,0
0 a 200 euros,tous rembourses,100 a 500 euros,plus de 7 ans,voiture,proprietaire,credit dans une autre banque,voiture neuve,marie,37,2815,6,4,3,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,voiture neuve,divorce,22,3085,15,4,1,1,2,0
solde negatif,credits en cours ok,plus de 1000 euros,1 a 4 ans,immobilier,locataire,aucun,voiture neuve,divorce,41,2716,20,4,2,1,1,0
solde negatif,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,credit dans une autre banque,tv hifi,marie,32,1964,38,3,4,1,2,1
solde negatif,aucun credit,moins de 100 euros,moins de 1 an,assurance vie,proprietaire,aucun,voiture occasion,celibataire,30,4778,17,3,4,2,0,1
solde negatif,tous rembourses,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,autre,marie,56,2555,14,2,4,1,2,0
pas de compte,retards passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,68,4049,40,2,3,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,immobilier,proprietaire,credit dans un magasin,equipement maison,marie,20,681,36,4,3,1,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,equipement maison,marie,30,250,20,2,4,1,2,0
plus de 200 euros,tous rembourses,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,voiture neuve,celibataire,45,2994,19,3,3,1,0,0
pas de compte,tous rembourses,500 a 1000 euros,1 a 4 ans,assurance vie,proprietaire,aucun,reparations,divorce,38,875,23,3,3,1,0,0
pas de compte,credits en cours ok,500 a 1000 euros,moins de 1 an,immobilier,proprietaire,credit dans une autre banque,voiture neuve,celibataire,44,2094,13,4,4,1,0,0
solde negatif,credits en cours ok,500 a 1000 euros,moins de 1 an,immobilier,proprietaire,aucun,business,marie,33,1964,18,4,4,2,1,1
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,etudes,celibataire,49,7654,12,4,4,2,2,1
pas de compte,tous rembourses,moins de 100 euros,sans emploi,assurance vie,proprietaire,aucun,tv hifi,divorce,36,3255,36,3,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,proprietaire,aucun,tv hifi,celibataire,39,2750,11,4,3,1,2,0
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,voiture,proprietaire,aucun,tv hifi,celibataire,22,4459,21,4,4,3,0,1
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,equipement maison,celibataire,35,3182,21,1,1,1,0,1
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,tv hifi,celibataire,45,1755,38,1,4,1,0,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,voiture,proprietaire,aucun,voiture neuve,celibataire,38,5279,14,1,2,1,1,0
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,voiture neuve,marie,63,1098,12,3,4,2,0,0
0 a 200 euros,tous rembourses,100 a 500 euros,4 a 7 ans,assurance vie,proprietaire,aucun,equipement maison,marie,36,3080,26,4,4,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,voiture,proprietaire,aucun,tv hifi,celibataire,40,801,24,2,2,1,0,0
pas de compte,tous rembourses,pas d epargne,moins de 1 an,immobilier,loge gratuitement,aucun,etudes,celibataire,36,2827,49,3,3,1,0,0
0 a 200 euros,credits en cours ok,pas d epargne,plus de 7 ans,immobilier,proprietaire,aucun,voiture neuve,divorce,33,2804,20,4,4,1,1,0
pas de compte,credits en cours ok,500 a 1000 euros,plus de 7 ans,aucun,proprietaire,aucun,reparations,marie,45,8160,36,4,4,1,0,0
solde negatif,defauts passes,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,marie,33,791,34,4,2,2,0,1
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,loge gratuitement,aucun,equipement maison,marie,22,1583,12,2,4,1,0,0
pas de compte,tous rembourses,100 a 500 euros,4 a 7 ans,immobilier,proprietaire,credit dans un magasin,voiture occasion,celibataire,56,4413,7,1,3,1,0,0
pas de compte,aucun credit,100 a 500 euros,1 a 4 ans,voiture,proprietaire,aucun,equipement maison,celibataire,27,3107,15,1,3,1,1,1
0 a 200 euros,retards passes,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,voiture neuve,celibataire,20,2779,29,1,1,2,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,equipement maison,divorce,42,1226,38,2,4,2,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,electromenager,veuf,58,1595,4,4,2,1,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,equipement maison,marie,42,5982,11,1,3,1,0,0
solde negatif,credits en cours ok,pas d epargne,4 a 7 ans,assurance vie,proprietaire,aucun,equipement maison,celibataire,53,2352,23,1,4,1,2,0
pas de compte,tous rembourses,100 a 500 euros,plus de 7 ans,immobilier,proprietaire,aucun,reparations,celibataire,25,3198,26,2,2,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,moins de 1 an,immobilier,loge gratuitement,aucun,tv hifi,celibataire,22,2246,10,4,3,1,1,0
0 a 200 euros,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,credit dans une autre banque,equipement maison,marie,30,1041,12,4,2,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,loge gratuitement,aucun,voiture occasion,celibataire,48,4781,6,4,4,1,1,0
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,aucun,proprietaire,aucun,etudes,veuf,41,3506,43,2,3,2,1,0
pas de compte,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,proprietaire,aucun,tv hifi,celibataire,42,12837,21,3,4,2,0,0
pas de compte,defauts passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,voiture neuve,divorce,36,1175,12,1,4,2,1,0
pas de compte,tous rembourses,pas d epargne,plus de 7 ans,immobilier,locataire,credit dans une autre banque,voiture occasion,marie,30,4413,34,2,4,1,1,0
solde negatif,defauts passes,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,electromenager,marie,36,949,21,4,4,1,0,1
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,aucun,locataire,aucun,voiture neuve,marie,32,2733,38,4,3,3,0,0
0 a 200 euros,credits en cours ok,pas d epargne,1 a 4 ans,immobilier,proprietaire,credit dans une autre banque,autre,marie,30,4930,41,4,2,2,1,1
0 a 200 euros,aucun credit,plus de 1000 euros,1 a 4 ans,aucun,proprietaire,aucun,voiture neuve,marie,39,549,10,4,4,2,0,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,immobilier,proprietaire,aucun,electromenager,marie,31,2106,36,4,4,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,equipement maison,marie,37,1627,35,1,2,1,1,0
pas de compte,credits en cours ok,moins de 100 euros,1 a 4 ans,voiture,locataire,aucun,equipement maison,veuf,19,1472,24,4,2,2,1,0
solde negatif,credits en cours ok,moins de 100 euros,sans emploi,aucun,proprietaire,aucun,etudes,marie,36,3221,25,1,2,1,0,1
pas de compte,tous rembourses,pas d epargne,1 a 4 ans,voiture,loge gratuitement,aucun,equipement maison,marie,31,5469,20,4,2,1,0,0
solde negatif,aucun credit,moins de 100 euros,sans emploi,voiture,proprietaire,aucun,tv hifi,divorce,54,2217,9,2,1,1,0,1
solde negatif,credits en cours ok,plus de 1000 euros,plus de 7 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,19,2830,8,3,3,1,1,1
solde negatif,credits en cours ok,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,voiture neuve,celibataire,35,2650,44,4,3,1,2,1
solde negatif,tous rembourses,moins de 100 euros,1 a 4 ans,aucun,locataire,credit dans un magasin,voiture occasion,marie,45,2444,21,3,3,1,1,1
pas de compte,tous rembourses,moins de 100 euros,4 a 7 ans,assurance vie,loge gratuitement,aucun,tv hifi,marie,33,1114,16,2,2,1,0,0
plus de 200 euros,credits en cours ok,100 a 500 euros,1 a 4 ans,assurance vie,proprietaire,aucun,voiture neuve,divorce,31,5421,26,2,4,2,2,0
0 a 200 euros,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,voiture neuve,marie,45,3019,12,2,4,1,2,1
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,proprietaire,aucun,equipement maison,marie,40,3243,14,4,4,1,0,0
0 a 200 euros,tous rembourses,moins de 100 euros,plus de 7 ans,aucun,locataire,aucun,tv hifi,marie,41,1366,19,4,3,2,0,0
solde negatif,defauts passes,moins de 100 euros,1 a 4 ans,voiture,loge gratuitement,credit dans une autre banque,tv hifi,celibataire,30,1753,13,3,1,1,1,1
0 a 200 euros,credits en cours ok,100 a 500 euros,plus de 7 ans,voiture,locataire,aucun,voiture neuve,marie,28,2150,25,2,4,1,1,1
0 a 200 euros,credits en cours ok,pas d epargne,1 a 4 ans,aucun,proprietaire,aucun,voiture neuve,divorce,37,809,17,4,4,2,2,0
solde negatif,tous rembourses,moins de 100 euros,plus de 7 ans,immobilier,proprietaire,aucun,business,celibataire,46,724,24,2,2,2,0,0
pas de compte,retards passes,500 a 1000 euros,sans emploi,immobilier,proprietaire,credit dans une autre banque,voiture occasion,marie,21,1584,26,2,2,1,0,0
pas de compte,credits en cours ok,100 a 500 euros,4 a 7 ans,assurance vie,proprietaire,aucun,reparations,marie,33,3555,34,2,2,1,1,0
solde negatif,credits en cours ok,plus de 1000 euros,4 a 7 ans,immobilier,proprietaire,aucun,etudes,celibataire,29,1525,15,4,2,1,2,0
solde negatif,credits en cours ok,moins de 100 euros,4 a 7 ans,voiture,proprietaire,aucun,tv hifi,celibataire,34,1172,10,1,1,1,2,1
pas de compte,retards passes,moins de 100 euros,moins de 1 an,aucun,loge gratuitement,aucun,voiture neuve,veuf,44,1358,60,1,4,2,2,0
pas de compte,credits en cours ok,moins de 100 euros,plus de 7 ans,assurance vie,locataire,aucun,reparations,celibataire,26,1758,38,3,3,3,0,0
0 a 200 euros,credits en cours ok,moins de 100 euros,moins de 1 an,assurance vie,proprietaire,credit dans une autre banque,tv hifi,celibataire,42,1892,6,2,4,2,1,1
plus de 200 euros,credits en cours ok,pas d epargne,4 a 7 ans,aucun,proprietaire,aucun,tv hifi,celibataire,30,11605,65,4,4,1,0,1
solde negatif,credits en cours ok,moins de 100 euros,moins de 1 an,assurance vie,loge gratuitement,credit dans une autre banque,equipement maison,marie,49,5215,13,3,4,1,0,1
pas de compte,tous rembourses,moins de 100 euros,1 a 4 ans,assurance vie,proprietaire,aucun,voiture occasion,marie,26,5104,17,3,4,2,0,0
